Trip_ID,Destination,State,Days,Travelers,Hotel_Type,Hotel_Cost,Food_Cost,Transport_Cost,Activity_Cost,Shopping_Cost,Season,Travel_Mode,Total_Expense
2149,Mysore,Karnataka,9,2,Premium,63000,13796,1650,8865,3542,Monsoon,Bus,90853
2150,Udaipur,Rajasthan,5,3,Budget,7500,10542,1597,5475,8266,Winter,Bus,33380
2151,Manali,Himachal Pradesh,8,4,Luxury,104000,23585,9739,5104,8090,Summer,Flight,150518
2152,Agra,Uttar Pradesh,3,1,Budget,4500,3242,1842,5244,2674,Winter,Bus,17502
2153,Varanasi,Uttar Pradesh,3,3,Standard,10500,7452,1664,2661,5425,Winter,Bus,27702
2154,Mumbai,Maharashtra,3,3,Premium,21000,7292,2252,4509,1260,Monsoon,Bus,36313
2155,Goa,Goa,6,4,Luxury,78000,17594,3098,11520,3596,Winter,Train,113808
2156,Agra,Uttar Pradesh,9,4,Budget,13500,25434,3536,5805,3864,Summer,Train,52139
2157,Mysore,Karnataka,5,2,Premium,35000,7298,1680,8635,7861,Monsoon,Bus,60474
2158,Mysore,Karnataka,7,5,Luxury,91000,25028,9461,12831,4088,Monsoon,Flight,142408
2159,Jaipur,Rajasthan,5,6,Standard,17500,21632,9924,9020,5059,Monsoon,Flight,63135
2160,Delhi,Delhi,9,1,Luxury,117000,6345,5048,16578,8485,Winter,Car,153456
2161,Shimla,Himachal Pradesh,10,1,Luxury,130000,8314,5408,12770,9472,Monsoon,Car,165964
2162,Mumbai,Maharashtra,6,2,Standard,21000,9121,5298,7572,9699,Winter,Car,52690
2163,Goa,Goa,5,4,Standard,17500,15356,2258,9235,6042,Summer,Bus,50391
2164,Manali,Himachal Pradesh,7,5,Premium,49000,25288,2126,9611,8363,Summer,Bus,94388
2165,Varanasi,Uttar Pradesh,8,1,Premium,56000,5872,2137,7312,4332,Monsoon,Bus,75653
2166,Varanasi,Uttar Pradesh,3,3,Budget,4500,6849,3709,2718,6257,Winter,Train,24033
2167,Udaipur,Rajasthan,6,5,Budget,9000,21531,5415,8964,1461,Summer,Car,46371
2168,Udaipur,Rajasthan,7,4,Premium,49000,20327,5003,10017,7332,Summer,Car,91679
2169,Udaipur,Rajasthan,5,2,Luxury,65000,7151,3242,9090,950,Winter,Train,85433
2170,Agra,Uttar Pradesh,6,6,Premium,42000,25785,9440,8556,1158,Winter,Flight,86939
2171,Shimla,Himachal Pradesh,6,4,Budget,9000,17922,2093,4242,8574,Summer,Bus,41831
2172,Manali,Himachal Pradesh,7,4,Luxury,91000,19666,1737,13258,9293,Monsoon,Bus,134954
2173,Varanasi,Uttar Pradesh,5,3,Budget,7500,11395,9419,2830,5016,Summer,Flight,36160
2174,Goa,Goa,6,2,Luxury,78000,9745,5860,10644,187,Monsoon,Car,104436
2175,Jaipur,Rajasthan,7,3,Premium,49000,15155,3189,12523,5266,Monsoon,Train,85133
2176,Udaipur,Rajasthan,2,2,Standard,7000,4030,5766,3734,3752,Monsoon,Car,24282
2177,Goa,Goa,10,2,Premium,70000,15371,5210,9510,4030,Summer,Car,104121
2178,Shimla,Himachal Pradesh,8,2,Premium,56000,12585,3371,4848,2289,Monsoon,Train,79093
2179,Agra,Uttar Pradesh,2,4,Luxury,26000,6240,5392,1452,6680,Winter,Car,45764
2180,Jaipur,Rajasthan,3,3,Premium,21000,7628,9607,5547,1126,Monsoon,Flight,44908
2181,Jaipur,Rajasthan,3,4,Premium,21000,9426,3012,1596,7166,Winter,Train,42200
2182,Manali,Himachal Pradesh,6,1,Standard,21000,5570,5429,10290,862,Monsoon,Car,43151
2183,Shimla,Himachal Pradesh,3,4,Luxury,39000,9556,5326,5730,3692,Summer,Car,63304
2184,Delhi,Delhi,4,6,Budget,6000,17882,9297,7324,299,Winter,Flight,40802
2185,Jaipur,Rajasthan,5,3,Standard,17500,11590,3414,5105,1081,Monsoon,Train,38690
2186,Shimla,Himachal Pradesh,7,3,Standard,24500,15149,5812,6993,4042,Monsoon,Car,56496
2187,Udaipur,Rajasthan,7,5,Budget,10500,25101,9344,6671,5879,Summer,Flight,57495
2188,Mumbai,Maharashtra,7,6,Luxury,91000,29541,5672,10360,3739,Winter,Car,140312
2189,Goa,Goa,5,3,Standard,17500,11553,9995,6960,9917,Monsoon,Flight,55925
2190,Goa,Goa,9,6,Premium,63000,38420,2290,8370,1098,Summer,Bus,113178
2191,Mumbai,Maharashtra,3,4,Premium,21000,9019,5396,2664,2204,Summer,Car,40283
2192,Mysore,Karnataka,8,4,Premium,56000,23207,1680,13512,2213,Summer,Bus,96612
2193,Agra,Uttar Pradesh,10,4,Luxury,130000,28326,5074,14090,6151,Summer,Car,183641
2194,Mysore,Karnataka,9,2,Budget,13500,14081,9027,6678,1353,Winter,Flight,44639
2195,Goa,Goa,4,5,Luxury,52000,14588,5030,5392,7611,Summer,Car,84621
2196,Mumbai,Maharashtra,9,4,Luxury,117000,25840,5408,13068,6900,Winter,Car,168216
2197,Shimla,Himachal Pradesh,9,1,Luxury,117000,6376,9076,13203,8437,Summer,Flight,154092
2198,Shimla,Himachal Pradesh,8,3,Luxury,104000,18258,3873,8392,703,Monsoon,Train,135226
2199,Jaipur,Rajasthan,7,6,Standard,24500,30002,3201,10955,7433,Winter,Train,76091
2200,Delhi,Delhi,6,6,Standard,21000,25216,5393,5280,897,Winter,Car,57786
2201,Delhi,Delhi,3,5,Budget,4500,10873,1843,2811,4074,Winter,Bus,24101
2202,Jaipur,Rajasthan,4,5,Premium,28000,14811,9585,3472,2590,Winter,Flight,58458
2203,Shimla,Himachal Pradesh,8,3,Luxury,104000,17693,2457,12736,3929,Summer,Bus,140815
2204,Mumbai,Maharashtra,2,5,Luxury,26000,7668,5856,2786,2706,Winter,Car,45016
2205,Shimla,Himachal Pradesh,2,5,Budget,3000,8003,5240,3458,6896,Summer,Car,26597
2206,Mysore,Karnataka,5,2,Standard,17500,8235,9192,7725,3399,Monsoon,Flight,46051
2207,Mumbai,Maharashtra,5,2,Luxury,65000,7289,3610,5985,4539,Summer,Train,86423
2208,Jaipur,Rajasthan,9,1,Budget,13500,6556,5793,7443,7863,Summer,Car,41155
2209,Mumbai,Maharashtra,2,2,Budget,3000,2855,9116,3760,7246,Winter,Flight,25977
2210,Shimla,Himachal Pradesh,3,6,Budget,4500,13229,9901,5967,653,Summer,Flight,34250
2211,Udaipur,Rajasthan,10,3,Luxury,130000,21168,3782,19860,4145,Winter,Train,178955
2212,Mysore,Karnataka,5,2,Luxury,65000,7038,5548,6455,2970,Summer,Car,87011
2213,Goa,Goa,9,4,Standard,31500,25413,9118,5859,4861,Winter,Flight,76751
2214,Agra,Uttar Pradesh,6,5,Budget,9000,21111,9445,8700,6740,Winter,Flight,54996
2215,Varanasi,Uttar Pradesh,9,2,Luxury,117000,14005,3076,6912,1134,Winter,Train,142127
2216,Jaipur,Rajasthan,5,3,Premium,35000,11581,3859,7135,7269,Summer,Train,64844
2217,Mysore,Karnataka,6,1,Standard,21000,5686,5867,4452,7890,Monsoon,Car,44895
2218,Mumbai,Maharashtra,4,6,Premium,28000,18055,3449,3260,3172,Summer,Train,55936
2219,Varanasi,Uttar Pradesh,7,4,Standard,24500,20239,2452,13419,3525,Summer,Bus,64135
2220,Jaipur,Rajasthan,3,5,Budget,4500,10852,1902,4485,9881,Summer,Bus,31620
2221,Delhi,Delhi,2,2,Budget,3000,3186,1694,3904,9936,Summer,Bus,21720
2222,Udaipur,Rajasthan,3,4,Standard,10500,9849,9884,1677,4683,Summer,Flight,36593
2223,Jaipur,Rajasthan,5,5,Standard,17500,18663,5797,3455,162,Summer,Car,45577
2224,Mysore,Karnataka,8,3,Premium,56000,16986,5066,7488,5438,Monsoon,Car,90978
2225,Jaipur,Rajasthan,6,2,Standard,21000,9210,9551,11088,1712,Monsoon,Flight,52561
2226,Delhi,Delhi,2,2,Luxury,26000,3816,9317,2874,1330,Monsoon,Flight,43337
2227,Shimla,Himachal Pradesh,10,3,Luxury,130000,21443,5529,11060,2409,Winter,Car,170441
2228,Mysore,Karnataka,2,4,Premium,14000,5879,5612,3096,9725,Summer,Car,38312
2229,Udaipur,Rajasthan,5,2,Premium,35000,7627,5051,5520,9140,Winter,Car,62338
2230,Mumbai,Maharashtra,6,3,Budget,9000,12874,1698,8412,5091,Winter,Bus,37075
2231,Goa,Goa,5,5,Premium,35000,18484,5104,6575,8991,Winter,Car,74154
2232,Shimla,Himachal Pradesh,6,3,Standard,21000,12998,9547,7014,645,Summer,Flight,51204
2233,Manali,Himachal Pradesh,5,1,Premium,35000,4973,5515,3875,9865,Winter,Car,59228
2234,Goa,Goa,9,4,Premium,63000,25895,3758,6399,3293,Summer,Train,102345
2235,Udaipur,Rajasthan,10,5,Standard,35000,35373,3751,17070,812,Monsoon,Train,92006
2236,Shimla,Himachal Pradesh,6,4,Premium,42000,17263,3543,4344,4777,Monsoon,Train,71927
2237,Manali,Himachal Pradesh,5,1,Standard,17500,4668,5074,3530,7535,Winter,Car,38307
2238,Goa,Goa,2,1,Standard,7000,2467,9591,3856,1684,Winter,Flight,24598
2239,Jaipur,Rajasthan,2,4,Premium,14000,7007,9797,2332,5822,Summer,Flight,38958
2240,Delhi,Delhi,3,4,Standard,10500,9015,3119,4905,8566,Monsoon,Train,36105
2241,Goa,Goa,6,1,Luxury,78000,5491,5443,11808,3115,Winter,Car,103857
2242,Mysore,Karnataka,3,4,Premium,21000,9426,9068,2697,1099,Winter,Flight,43290
2243,Shimla,Himachal Pradesh,7,4,Premium,49000,19904,1896,6188,9630,Winter,Bus,86618
2244,Manali,Himachal Pradesh,10,6,Standard,35000,42342,9235,7580,1128,Winter,Flight,95285
2245,Jaipur,Rajasthan,7,2,Budget,10500,10592,5464,11690,9718,Monsoon,Car,47964
2246,Varanasi,Uttar Pradesh,6,5,Budget,9000,21712,3891,7752,5620,Winter,Train,47975
2247,Mysore,Karnataka,10,4,Budget,15000,28824,9444,11880,6093,Winter,Flight,71241
2248,Mysore,Karnataka,3,5,Standard,10500,11988,3972,2166,6195,Monsoon,Train,34821
2249,Shimla,Himachal Pradesh,8,4,Standard,28000,23768,5763,15712,346,Winter,Car,73589
2250,Shimla,Himachal Pradesh,3,6,Luxury,39000,13322,9021,4044,3686,Summer,Flight,69073
2251,Jaipur,Rajasthan,6,3,Budget,9000,13417,5158,3180,8319,Winter,Car,39074
2252,Jaipur,Rajasthan,6,4,Luxury,78000,17041,1840,10668,89,Summer,Bus,107638
2253,Jaipur,Rajasthan,8,2,Premium,56000,11945,9075,10712,7017,Monsoon,Flight,94749
2254,Udaipur,Rajasthan,4,1,Standard,14000,3261,3685,6448,8813,Monsoon,Train,36207
2255,Udaipur,Rajasthan,4,6,Premium,28000,17414,9084,4156,6336,Winter,Flight,64990
2256,Agra,Uttar Pradesh,5,3,Luxury,65000,11303,1806,4435,8770,Summer,Bus,91314
2257,Goa,Goa,8,4,Premium,56000,22693,9173,10432,9337,Summer,Flight,107635
2258,Delhi,Delhi,8,2,Premium,56000,11295,1964,15272,2144,Winter,Bus,86675
2259,Shimla,Himachal Pradesh,9,4,Luxury,117000,25755,3952,6480,2129,Winter,Train,155316
2260,Mysore,Karnataka,10,5,Standard,35000,35304,1688,19900,2963,Monsoon,Bus,94855
2261,Delhi,Delhi,4,6,Budget,6000,18003,5151,7304,2280,Winter,Car,38738
2262,Agra,Uttar Pradesh,2,4,Premium,14000,5626,1720,3226,3689,Summer,Bus,28261
2263,Delhi,Delhi,6,3,Budget,9000,13766,5055,11808,1155,Winter,Car,40784
2264,Delhi,Delhi,9,1,Luxury,117000,6507,5974,10116,3094,Winter,Car,142691
2265,Udaipur,Rajasthan,6,4,Premium,42000,17398,5004,9288,5291,Winter,Car,78981
2266,Manali,Himachal Pradesh,2,6,Standard,7000,8972,2485,1508,2925,Winter,Bus,22890
2267,Varanasi,Uttar Pradesh,2,5,Budget,3000,7305,5544,3102,3605,Winter,Car,22556
2268,Mysore,Karnataka,10,5,Luxury,130000,35082,9457,13120,5281,Summer,Flight,192940
2269,Agra,Uttar Pradesh,4,3,Luxury,52000,8484,9919,6284,6416,Monsoon,Flight,83103
2270,Agra,Uttar Pradesh,5,5,Budget,7500,18793,5423,2920,9674,Winter,Car,44310
2271,Mysore,Karnataka,8,4,Budget,12000,23386,3176,5624,6705,Winter,Train,50891
2272,Agra,Uttar Pradesh,9,2,Premium,63000,13799,1825,12375,1328,Winter,Bus,92327
2273,Jaipur,Rajasthan,6,2,Premium,42000,9565,5517,6498,2108,Summer,Car,65688
2274,Udaipur,Rajasthan,9,6,Budget,13500,39273,5339,16659,415,Summer,Car,75186
2275,Agra,Uttar Pradesh,9,1,Budget,13500,6392,2294,14625,4444,Summer,Bus,41255
2276,Goa,Goa,5,2,Budget,7500,7088,5516,4990,3871,Monsoon,Car,28965
2277,Jaipur,Rajasthan,7,1,Luxury,91000,6292,3290,9751,5776,Monsoon,Train,116109
2278,Varanasi,Uttar Pradesh,6,5,Budget,9000,21058,3278,11808,6314,Winter,Train,51458
2279,Mumbai,Maharashtra,7,4,Budget,10500,19818,3040,12691,5995,Monsoon,Train,52044
2280,Jaipur,Rajasthan,10,4,Standard,35000,28533,9250,11540,5209,Monsoon,Flight,89532
2281,Goa,Goa,2,2,Standard,7000,3791,9852,2898,5605,Winter,Flight,29146
2282,Goa,Goa,10,2,Premium,70000,14017,2441,9210,6684,Monsoon,Bus,102352
2283,Delhi,Delhi,4,2,Premium,28000,6162,1686,5504,3498,Monsoon,Bus,44850
2284,Jaipur,Rajasthan,9,3,Luxury,117000,19861,3040,9918,6544,Winter,Train,156363
2285,Manali,Himachal Pradesh,8,6,Budget,12000,33690,9329,10840,9714,Monsoon,Flight,75573
2286,Mysore,Karnataka,9,4,Premium,63000,26202,3374,16848,1815,Winter,Train,111239
2287,Delhi,Delhi,8,2,Standard,28000,11468,5506,8200,1894,Monsoon,Car,55068
2288,Jaipur,Rajasthan,10,6,Standard,35000,43211,9301,12950,3909,Winter,Flight,104371
2289,Jaipur,Rajasthan,4,1,Premium,28000,3946,1793,4520,2821,Summer,Bus,41080
2290,Goa,Goa,6,1,Standard,21000,4442,5636,4254,4453,Summer,Car,39785
2291,Agra,Uttar Pradesh,3,4,Standard,10500,8570,1503,5586,3932,Winter,Bus,30091
2292,Shimla,Himachal Pradesh,3,1,Luxury,39000,2279,5477,1509,4636,Summer,Car,52901
2293,Manali,Himachal Pradesh,2,1,Premium,14000,2843,5637,1916,4314,Winter,Car,28710
2294,Manali,Himachal Pradesh,4,2,Luxury,52000,6966,9483,2964,9115,Monsoon,Flight,80528
2295,Manali,Himachal Pradesh,2,1,Standard,7000,2806,9142,1546,2045,Monsoon,Flight,22539
2296,Varanasi,Uttar Pradesh,7,1,Luxury,91000,5165,9785,10899,8101,Winter,Flight,124950
2297,Agra,Uttar Pradesh,10,2,Premium,70000,14399,5829,12080,1104,Winter,Car,103412
2298,Agra,Uttar Pradesh,4,3,Luxury,52000,9389,9367,6360,984,Winter,Flight,78100
2299,Manali,Himachal Pradesh,9,1,Premium,63000,6393,5626,10656,9745,Summer,Car,95420
2300,Delhi,Delhi,10,5,Premium,70000,35437,5781,17880,4845,Winter,Car,133943
2301,Varanasi,Uttar Pradesh,10,4,Luxury,130000,29100,9271,18490,9375,Summer,Flight,196236
2302,Shimla,Himachal Pradesh,10,6,Budget,15000,42915,2189,6580,674,Winter,Bus,67358
2303,Mysore,Karnataka,2,5,Premium,14000,7658,5317,2244,7533,Monsoon,Car,36752
2304,Jaipur,Rajasthan,10,3,Budget,15000,22141,9574,15340,4543,Summer,Flight,66598
2305,Udaipur,Rajasthan,3,1,Budget,4500,3315,3151,4872,4058,Winter,Train,19896
2306,Mumbai,Maharashtra,2,3,Premium,14000,5081,3146,1828,1392,Monsoon,Train,25447
2307,Shimla,Himachal Pradesh,4,6,Premium,28000,17131,5937,5636,8049,Monsoon,Car,64753
2308,Agra,Uttar Pradesh,4,1,Budget,6000,3116,9765,3380,5759,Monsoon,Flight,28020
2309,Delhi,Delhi,9,6,Standard,31500,39089,9095,14445,7498,Summer,Flight,101627
2310,Varanasi,Uttar Pradesh,2,6,Luxury,26000,9299,3069,1626,3821,Summer,Train,43815
2311,Mysore,Karnataka,3,5,Budget,4500,10783,1517,4824,6383,Winter,Bus,28007
2312,Mumbai,Maharashtra,7,5,Budget,10500,25600,1650,10871,8464,Monsoon,Bus,57085
2313,Manali,Himachal Pradesh,10,6,Luxury,130000,43147,9548,5650,4042,Winter,Flight,192387
2314,Mysore,Karnataka,9,6,Standard,31500,38363,3091,7875,6752,Summer,Train,87581
2315,Agra,Uttar Pradesh,3,6,Standard,10500,13665,5993,2592,6988,Monsoon,Car,39738
2316,Delhi,Delhi,2,6,Luxury,26000,9899,1785,2916,7511,Winter,Bus,48111
2317,Mysore,Karnataka,6,3,Standard,21000,12768,3160,4884,5485,Monsoon,Train,47297
2318,Goa,Goa,5,6,Standard,17500,21117,3473,2990,9429,Monsoon,Train,54509
2319,Delhi,Delhi,3,6,Standard,10500,13549,1909,1512,7534,Winter,Bus,35004
2320,Mumbai,Maharashtra,2,6,Luxury,26000,9869,9334,1790,197,Monsoon,Flight,47190
2321,Mumbai,Maharashtra,8,5,Budget,12000,28127,9340,6752,127,Summer,Flight,56346
2322,Shimla,Himachal Pradesh,8,5,Luxury,104000,28419,3357,11800,5007,Summer,Train,152583
2323,Delhi,Delhi,4,2,Standard,14000,6369,3847,2768,6748,Monsoon,Train,33732
2324,Udaipur,Rajasthan,4,1,Luxury,52000,3924,3464,5220,1441,Monsoon,Train,66049
2325,Shimla,Himachal Pradesh,7,3,Budget,10500,15100,2109,9457,9036,Monsoon,Bus,46202
2326,Mysore,Karnataka,3,4,Standard,10500,9703,9767,3507,3078,Summer,Flight,36555
2327,Varanasi,Uttar Pradesh,8,1,Premium,56000,5612,1696,5896,7921,Monsoon,Bus,77125
2328,Manali,Himachal Pradesh,8,3,Standard,28000,18054,9068,9152,544,Monsoon,Flight,64818
2329,Udaipur,Rajasthan,10,6,Budget,15000,42281,1546,10370,3891,Winter,Bus,73088
2330,Mumbai,Maharashtra,10,3,Premium,70000,21345,9630,17020,2799,Monsoon,Flight,120794
2331,Varanasi,Uttar Pradesh,2,1,Premium,14000,2504,1548,2500,6238,Monsoon,Bus,26790
2332,Goa,Goa,4,4,Premium,28000,12240,1867,6948,7818,Summer,Bus,56873
2333,Jaipur,Rajasthan,5,3,Premium,35000,11146,9090,4825,7595,Winter,Flight,67656
2334,Mysore,Karnataka,7,6,Budget,10500,30201,1706,6545,7820,Winter,Bus,56772
2335,Mumbai,Maharashtra,5,2,Standard,17500,8323,9620,4995,9230,Winter,Flight,49668
2336,Mysore,Karnataka,5,2,Budget,7500,7323,5477,7600,9202,Summer,Car,37102
2337,Goa,Goa,2,2,Luxury,26000,2804,2418,3210,9703,Winter,Bus,44135
2338,Mumbai,Maharashtra,7,2,Budget,10500,10189,1684,11585,4271,Summer,Bus,38229
2339,Goa,Goa,4,1,Premium,28000,4272,2054,2788,1402,Monsoon,Bus,38516
2340,Delhi,Delhi,3,1,Premium,21000,2780,1956,4725,839,Monsoon,Bus,31300
2341,Agra,Uttar Pradesh,2,6,Luxury,26000,8466,2229,1414,1584,Summer,Bus,39693
2342,Mumbai,Maharashtra,5,5,Premium,35000,17814,9184,7255,4120,Monsoon,Flight,73373
2343,Udaipur,Rajasthan,8,1,Standard,28000,5728,3626,11448,3330,Monsoon,Train,52132
2344,Goa,Goa,4,6,Premium,28000,18232,5114,6264,2988,Winter,Car,60598
2345,Shimla,Himachal Pradesh,4,1,Standard,14000,4227,3698,6996,1583,Monsoon,Train,30504
2346,Agra,Uttar Pradesh,2,5,Luxury,26000,8289,9936,1550,8609,Monsoon,Flight,54384
2347,Varanasi,Uttar Pradesh,8,1,Budget,12000,6588,5416,7368,9581,Winter,Car,40953
2348,Mysore,Karnataka,3,4,Premium,21000,9046,2376,3960,7984,Monsoon,Bus,44366
2349,Mysore,Karnataka,7,2,Luxury,91000,9835,3938,12782,8123,Winter,Train,125678
2350,Shimla,Himachal Pradesh,9,4,Budget,13500,26266,1928,16812,2867,Summer,Bus,61373
2351,Manali,Himachal Pradesh,3,1,Standard,10500,2948,5307,4563,4458,Monsoon,Car,27776
2352,Varanasi,Uttar Pradesh,7,2,Luxury,91000,10186,5936,11613,4828,Monsoon,Car,123563
2353,Shimla,Himachal Pradesh,9,2,Luxury,117000,12728,5227,11088,6255,Summer,Car,152298
2354,Udaipur,Rajasthan,4,5,Budget,6000,15471,1545,4944,2960,Summer,Bus,30920
2355,Jaipur,Rajasthan,9,3,Budget,13500,19937,5081,17289,8982,Summer,Car,64789
2356,Delhi,Delhi,7,4,Luxury,91000,19775,2257,10066,1041,Summer,Bus,124139
2357,Mysore,Karnataka,3,5,Standard,10500,10600,5602,5673,5845,Monsoon,Car,38220
2358,Goa,Goa,3,2,Premium,21000,4914,5990,1857,1485,Monsoon,Car,35246
2359,Mysore,Karnataka,3,3,Standard,10500,7001,2286,2481,1738,Monsoon,Bus,24006
2360,Shimla,Himachal Pradesh,10,4,Premium,70000,28683,3825,5650,1126,Monsoon,Train,109284
2361,Agra,Uttar Pradesh,7,5,Premium,49000,25317,2083,12103,1106,Monsoon,Bus,89609
2362,Mumbai,Maharashtra,9,2,Standard,31500,12821,2214,11925,5985,Monsoon,Bus,64445
2363,Manali,Himachal Pradesh,6,5,Premium,42000,22424,5381,5118,2382,Summer,Car,77305
2364,Varanasi,Uttar Pradesh,6,6,Luxury,78000,26673,2383,3276,7316,Summer,Bus,117648
2365,Mumbai,Maharashtra,5,4,Standard,17500,14308,5152,9650,8371,Summer,Car,54981
2366,Varanasi,Uttar Pradesh,7,4,Luxury,91000,20686,9711,10451,787,Winter,Flight,132635
2367,Delhi,Delhi,7,5,Standard,24500,25004,3460,9954,2750,Monsoon,Train,65668
2368,Manali,Himachal Pradesh,6,5,Standard,21000,21124,3291,11460,6437,Winter,Train,63312
2369,Delhi,Delhi,3,4,Luxury,39000,9404,9493,4866,1927,Monsoon,Flight,64690
2370,Goa,Goa,3,6,Premium,21000,13375,3340,4083,7498,Summer,Train,49296
2371,Udaipur,Rajasthan,3,3,Premium,21000,6747,9577,5856,4094,Winter,Flight,47274
2372,Udaipur,Rajasthan,10,2,Premium,70000,14682,5585,14150,1352,Summer,Car,105769
2373,Jaipur,Rajasthan,3,5,Standard,10500,11016,3175,3054,6212,Monsoon,Train,33957
2374,Delhi,Delhi,3,6,Luxury,39000,13452,5934,4131,6812,Winter,Car,69329
2375,Mysore,Karnataka,6,4,Premium,42000,17069,9913,3954,9122,Monsoon,Flight,82058
2376,Goa,Goa,9,4,Premium,63000,25974,5800,7362,7217,Winter,Car,109353
2377,Mysore,Karnataka,6,5,Budget,9000,21044,5981,10806,5021,Winter,Car,51852
2378,Goa,Goa,2,6,Standard,7000,8605,2292,1496,7584,Winter,Bus,26977
2379,Delhi,Delhi,6,3,Premium,42000,12831,1570,5664,5083,Monsoon,Bus,67148
2380,Varanasi,Uttar Pradesh,3,3,Premium,21000,7557,1986,3198,5078,Summer,Bus,38819
2381,Delhi,Delhi,5,3,Premium,35000,10656,3012,7235,659,Winter,Train,56562
2382,Goa,Goa,7,3,Premium,49000,14744,5108,3864,6018,Winter,Car,78734
2383,Udaipur,Rajasthan,4,1,Premium,28000,3668,3162,5772,1708,Monsoon,Train,42310
2384,Udaipur,Rajasthan,3,3,Premium,21000,7482,9906,5334,5592,Winter,Flight,49314
2385,Jaipur,Rajasthan,6,5,Premium,42000,22274,9564,11112,5244,Monsoon,Flight,90194
2386,Udaipur,Rajasthan,5,2,Premium,35000,7593,1695,2765,6615,Summer,Bus,53668
2387,Varanasi,Uttar Pradesh,10,6,Budget,15000,42510,2183,19240,9187,Summer,Bus,88120
2388,Manali,Himachal Pradesh,9,4,Premium,63000,26137,3536,10836,3577,Summer,Train,107086
2389,Mysore,Karnataka,2,5,Premium,14000,8397,9379,3562,1121,Winter,Flight,36459
2390,Udaipur,Rajasthan,3,4,Budget,4500,9286,9208,2226,9604,Summer,Flight,34824
2391,Shimla,Himachal Pradesh,9,5,Premium,63000,32026,3901,10296,2558,Monsoon,Train,111781
2392,Manali,Himachal Pradesh,7,5,Budget,10500,24800,9387,6041,252,Winter,Flight,50980
2393,Manali,Himachal Pradesh,4,4,Standard,14000,12003,2079,5228,5169,Winter,Bus,38479
2394,Mysore,Karnataka,10,3,Standard,35000,21407,5936,19270,4305,Winter,Car,85918
2395,Shimla,Himachal Pradesh,8,4,Standard,28000,22871,3343,5192,8512,Summer,Train,67918
2396,Jaipur,Rajasthan,2,4,Standard,7000,5785,3375,3302,5525,Winter,Train,24987
2397,Mysore,Karnataka,6,2,Budget,9000,9069,5384,8820,941,Summer,Car,33214
2398,Mumbai,Maharashtra,2,5,Standard,7000,8154,5068,3632,8235,Winter,Car,32089
2399,Shimla,Himachal Pradesh,10,2,Luxury,130000,15047,3258,19630,3810,Monsoon,Train,171745
2400,Jaipur,Rajasthan,2,3,Standard,7000,5450,5603,2302,9099,Monsoon,Car,29454
2401,Goa,Goa,3,4,Budget,4500,8838,5912,3705,1585,Monsoon,Car,24540
2402,Mumbai,Maharashtra,10,6,Luxury,130000,42189,5352,16870,357,Summer,Car,194768
2403,Mysore,Karnataka,2,4,Standard,7000,5696,3768,1988,3206,Monsoon,Train,21658
2404,Udaipur,Rajasthan,7,1,Premium,49000,5323,9548,5999,4053,Summer,Flight,73923
2405,Manali,Himachal Pradesh,4,6,Luxury,52000,18030,9488,5408,2369,Summer,Flight,87295
2406,Varanasi,Uttar Pradesh,6,3,Standard,21000,13239,5566,9036,9221,Monsoon,Car,58062
2407,Mumbai,Maharashtra,10,3,Premium,70000,22081,3861,8960,3297,Monsoon,Train,108199
2408,Delhi,Delhi,3,2,Budget,4500,4372,3124,5193,8189,Monsoon,Train,25378
2409,Shimla,Himachal Pradesh,10,5,Luxury,130000,36069,5021,8660,9499,Summer,Car,189249
2410,Manali,Himachal Pradesh,10,3,Budget,15000,22288,1626,7200,1754,Winter,Bus,47868
2411,Agra,Uttar Pradesh,4,5,Standard,14000,15018,9194,5580,5395,Winter,Flight,49187
2412,Mumbai,Maharashtra,5,1,Budget,7500,3515,9599,5820,5151,Winter,Flight,31585
2413,Shimla,Himachal Pradesh,9,2,Luxury,117000,14091,5113,11376,7324,Summer,Car,154904
2414,Mysore,Karnataka,2,4,Premium,14000,6007,5846,3388,7154,Winter,Car,36395
2415,Manali,Himachal Pradesh,4,2,Luxury,52000,6280,3043,7228,301,Monsoon,Train,68852
2416,Agra,Uttar Pradesh,10,4,Budget,15000,28887,3714,18230,4772,Winter,Train,70603
2417,Manali,Himachal Pradesh,3,2,Budget,4500,5166,9459,3231,2701,Winter,Flight,25057
2418,Mumbai,Maharashtra,10,1,Luxury,130000,7278,3251,13280,9015,Winter,Train,162824
2419,Jaipur,Rajasthan,2,2,Premium,14000,2933,5761,2760,1095,Winter,Car,26549
2420,Mysore,Karnataka,7,1,Standard,24500,6030,3403,12089,5547,Summer,Train,51569
2421,Jaipur,Rajasthan,8,4,Premium,56000,22991,9870,6672,4881,Monsoon,Flight,100414
2422,Shimla,Himachal Pradesh,2,1,Standard,7000,2402,3444,2138,8624,Monsoon,Train,23608
2423,Jaipur,Rajasthan,4,5,Budget,6000,14736,3441,3028,7533,Monsoon,Train,34738
2424,Jaipur,Rajasthan,5,6,Budget,7500,21476,3379,7435,8027,Monsoon,Train,47817
2425,Udaipur,Rajasthan,3,6,Budget,4500,12645,5233,3420,71,Monsoon,Car,25869
2426,Shimla,Himachal Pradesh,7,2,Premium,49000,10388,1827,7049,4108,Monsoon,Bus,72372
